flight_date,flight_status,departure,arrival,airline,flight,aircraft,live
2024-09-16,scheduled,"{'airport': 'Qingdao', 'timezone': 'Asia/Shanghai', 'iata': 'TAO', 'icao': 'ZSQD', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:05:00+00:00', 'estimated': '2024-09-16T00:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Hangzhou', 'timezone': 'Asia/Shanghai', 'iata': 'HGH', 'icao': 'ZSHC', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T01:30:00+00:00', 'estimated': '2024-09-16T01:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'SF Airlines', 'iata': 'O3', 'icao': 'CSS'}","{'number': '7015', 'iata': 'O37015', 'icao': 'CSS7015', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Tagbilaran', 'timezone': 'Asia/Manila', 'iata': 'TAG', 'icao': 'RPSP', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:05:00+00:00', 'estimated': '2024-09-16T00:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Seoul (Incheon)', 'timezone': 'Asia/Seoul', 'iata': 'ICN', 'icao': 'RKSI', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T05:50:00+00:00', 'estimated': '2024-09-16T05:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air Seoul', 'iata': 'RS', 'icao': 'ASV'}","{'number': '582', 'iata': 'RS582', 'icao': 'ASV582', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Shenzhen', 'timezone': 'Asia/Shanghai', 'iata': 'SZX', 'icao': 'ZGSZ', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:05:00+00:00', 'estimated': '2024-09-16T00:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Beijing Capital International', 'timezone': 'Asia/Shanghai', 'iata': 'PEK', 'icao': 'ZBAA', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T03:20:00+00:00', 'estimated': '2024-09-16T03:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'SF Airlines', 'iata': 'O3', 'icao': 'CSS'}","{'number': '6813', 'iata': 'O36813', 'icao': 'CSS6813', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Shenzhen', 'timezone': 'Asia/Shanghai', 'iata': 'SZX', 'icao': 'ZGSZ', 'terminal': 'T3', 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:05:00+00:00', 'estimated': '2024-09-16T00:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Frankfurt International Airport', 'timezone': 'Europe/Berlin', 'iata': 'FRA', 'icao': 'EDDF', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T06:45:00+00:00', 'estimated': '2024-09-16T06:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Air China LTD', 'iata': 'CA', 'icao': 'CCA'}","{'number': '771', 'iata': 'CA771', 'icao': 'CCA771', 'codeshared': None}",,
2024-09-16,cancelled,"{'airport': 'Shuangliu', 'timezone': 'Asia/Shanghai', 'iata': 'CTU', 'icao': 'ZUUU', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:05:00+00:00', 'estimated': '2024-09-16T00:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Nanjing Lukou International Airport', 'timezone': 'Asia/Shanghai', 'iata': 'NKG', 'icao': 'ZSNJ', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T02:45:00+00:00', 'estimated': '2024-09-16T02:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'China Postal Airlines', 'iata': 'CF', 'icao': 'CYZ'}","{'number': '9095', 'iata': 'CF9095', 'icao': 'CYZ9095', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Xianyang', 'timezone': 'Asia/Shanghai', 'iata': 'XIY', 'icao': 'ZLXY', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:05:00+00:00', 'estimated': '2024-09-16T00:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Nanjing Lukou International Airport', 'timezone': 'Asia/Shanghai', 'iata': 'NKG', 'icao': 'ZSNJ', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T01:55:00+00:00', 'estimated': '2024-09-16T01:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'China Postal Airlines', 'iata': 'CF', 'icao': 'CYZ'}","{'number': '9033', 'iata': 'CF9033', 'icao': 'CYZ9033', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Roma', 'timezone': 'Australia/Brisbane', 'iata': 'RMA', 'icao': 'YROM', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-16T01:30:00+00:00', 'estimated': '2024-09-16T01:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Charleville', 'timezone': 'Australia/Brisbane', 'iata': 'CTL', 'icao': 'YBCV', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T02:07:00+00:00', 'estimated': '2024-09-16T02:07:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'empty', 'iata': None, 'icao': None}","{'number': None, 'iata': None, 'icao': None, 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Seoul (Incheon)', 'timezone': 'Asia/Seoul', 'iata': 'ICN', 'icao': 'RKSI', 'terminal': '1', 'gate': 'G12', 'delay': None, 'scheduled': '2024-09-16T00:30:00+00:00', 'estimated': '2024-09-16T00:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International)', 'timezone': 'Asia/Taipei', 'iata': 'TPE', 'icao': 'RCTP', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T02:15:00+00:00', 'estimated': '2024-09-16T02:15:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Tigerair Taiwan', 'iata': 'IT', 'icao': 'TTW'}","{'number': '603', 'iata': 'IT603', 'icao': 'TTW603', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Kota-Kinabalu International Airport', 'timezone': 'Asia/Kuching', 'iata': 'BKI', 'icao': 'WBKK', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:05:00+00:00', 'estimated': '2024-09-16T00:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Seoul (Incheon)', 'timezone': 'Asia/Seoul', 'iata': 'ICN', 'icao': 'RKSI', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T06:30:00+00:00', 'estimated': '2024-09-16T06:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': ""T'Way Air"", 'iata': 'TW', 'icao': 'TWB'}","{'number': '170', 'iata': 'TW170', 'icao': 'TWB170', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Kota-Kinabalu International Airport', 'timezone': 'Asia/Kuching', 'iata': 'BKI', 'icao': 'WBKK', 'terminal': '1', 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:05:00+00:00', 'estimated': '2024-09-16T00:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Seoul (Incheon)', 'timezone': 'Asia/Seoul', 'iata': 'ICN', 'icao': 'RKSI', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T06:30:00+00:00', 'estimated': '2024-09-16T06:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': None, 'iata': 'H1', 'icao': 'H1'}","{'number': '5912', 'iata': 'H15912', 'icao': 'H15912', 'codeshared': {'airline_name': ""t'way air"", 'airline_iata': 'tw', 'airline_icao': 'twb', 'flight_number': '170', 'flight_iata': 'tw170', 'flight_icao': 'twb170'}}",,
2024-09-16,scheduled,"{'airport': 'Brisbane International', 'timezone': 'Australia/Brisbane', 'iata': 'BNE', 'icao': 'YBBN', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-16T02:00:00+00:00', 'estimated': '2024-09-16T02:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Cairns', 'timezone': 'Australia/Brisbane', 'iata': 'CNS', 'icao': 'YBCS', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T05:21:00+00:00', 'estimated': '2024-09-16T05:21:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Toll Aviation', 'iata': None, 'icao': 'TFX'}","{'number': None, 'iata': None, 'icao': 'TFX', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Brisbane International', 'timezone': 'Australia/Brisbane', 'iata': 'BNE', 'icao': 'YBBN', 'terminal': 'I', 'gate': None, 'delay': None, 'scheduled': '2024-09-16T01:55:00+00:00', 'estimated': '2024-09-16T01:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Dubai', 'timezone': 'Asia/Dubai', 'iata': 'DXB', 'icao': 'OMDB', 'terminal': '3', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T10:05:00+00:00', 'estimated': '2024-09-16T10:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Emirates', 'iata': 'EK', 'icao': 'UAE'}","{'number': '431', 'iata': 'EK431', 'icao': 'UAE431', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Kansai International', 'timezone': 'Asia/Tokyo', 'iata': 'KIX', 'icao': 'RJBB', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-16T01:05:00+00:00', 'estimated': '2024-09-16T01:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Chongqing Jiangbei International', 'timezone': 'Asia/Shanghai', 'iata': 'CKG', 'icao': 'ZUCK', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T03:05:00+00:00', 'estimated': '2024-09-16T03:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Shandong Airlines', 'iata': 'SC', 'icao': 'CDG'}","{'number': '2474', 'iata': 'SC2474', 'icao': 'CDG2474', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Kansai International', 'timezone': 'Asia/Tokyo', 'iata': 'KIX', 'icao': 'RJBB', 'terminal': '1', 'gate': '31', 'delay': None, 'scheduled': '2024-09-16T00:55:00+00:00', 'estimated': '2024-09-16T00:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Suvarnabhumi International', 'timezone': 'Asia/Bangkok', 'iata': 'BKK', 'icao': 'VTBS', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T04:40:00+00:00', 'estimated': '2024-09-16T04:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'JAL', 'iata': 'JL', 'icao': 'JAL'}","{'number': '727', 'iata': 'JL727', 'icao': 'JAL727', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Kansai International', 'timezone': 'Asia/Tokyo', 'iata': 'KIX', 'icao': 'RJBB', 'terminal': '1', 'gate': '31', 'delay': None, 'scheduled': '2024-09-16T00:55:00+00:00', 'estimated': '2024-09-16T00:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Suvarnabhumi International', 'timezone': 'Asia/Bangkok', 'iata': 'BKK', 'icao': 'VTBS', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T04:40:00+00:00', 'estimated': '2024-09-16T04:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'AlphaSky', 'iata': 'AS', 'icao': 'JAG'}","{'number': '7341', 'iata': 'AS7341', 'icao': 'JAG7341', 'codeshared': {'airline_name': 'jal', 'airline_iata': 'jl', 'airline_icao': 'jal', 'flight_number': '727', 'flight_iata': 'jl727', 'flight_icao': 'jal727'}}",,
2024-09-16,scheduled,"{'airport': 'Kansai International', 'timezone': 'Asia/Tokyo', 'iata': 'KIX', 'icao': 'RJBB', 'terminal': '1', 'gate': '31', 'delay': None, 'scheduled': '2024-09-16T00:55:00+00:00', 'estimated': '2024-09-16T00:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Suvarnabhumi International', 'timezone': 'Asia/Bangkok', 'iata': 'BKK', 'icao': 'VTBS', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T04:40:00+00:00', 'estimated': '2024-09-16T04:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Bangkok Airways', 'iata': 'PG', 'icao': 'BKP'}","{'number': '4170', 'iata': 'PG4170', 'icao': 'BKP4170', 'codeshared': {'airline_name': 'jal', 'airline_iata': 'jl', 'airline_icao': 'jal', 'flight_number': '727', 'flight_iata': 'jl727', 'flight_icao': 'jal727'}}",,
2024-09-16,scheduled,"{'airport': 'Kansai International', 'timezone': 'Asia/Tokyo', 'iata': 'KIX', 'icao': 'RJBB', 'terminal': '1', 'gate': '31', 'delay': None, 'scheduled': '2024-09-16T00:55:00+00:00', 'estimated': '2024-09-16T00:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Suvarnabhumi International', 'timezone': 'Asia/Bangkok', 'iata': 'BKK', 'icao': 'VTBS', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T04:40:00+00:00', 'estimated': '2024-09-16T04:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'SriLankan Airlines', 'iata': 'UL', 'icao': 'ALK'}","{'number': '3345', 'iata': 'UL3345', 'icao': 'ALK3345', 'codeshared': {'airline_name': 'jal', 'airline_iata': 'jl', 'airline_icao': 'jal', 'flight_number': '727', 'flight_iata': 'jl727', 'flight_icao': 'jal727'}}",,
2024-09-16,scheduled,"{'airport': 'Kansai International', 'timezone': 'Asia/Tokyo', 'iata': 'KIX', 'icao': 'RJBB', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:35:00+00:00', 'estimated': '2024-09-16T00:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Shanghai Pudong International', 'timezone': 'Asia/Shanghai', 'iata': 'PVG', 'icao': 'ZSPD', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T01:35:00+00:00', 'estimated': '2024-09-16T01:35:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'China Cargo', 'iata': 'CK', 'icao': 'CKK'}","{'number': '248', 'iata': 'CK248', 'icao': 'CKK248', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Kansai International', 'timezone': 'Asia/Tokyo', 'iata': 'KIX', 'icao': 'RJBB', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:25:00+00:00', 'estimated': '2024-09-16T00:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Xianyang', 'timezone': 'Asia/Shanghai', 'iata': 'XIY', 'icao': 'ZLXY', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T02:25:00+00:00', 'estimated': '2024-09-16T02:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Shandong Airlines', 'iata': 'SC', 'icao': 'CDG'}","{'number': '2488', 'iata': 'SC2488', 'icao': 'CDG2488', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Kunming', 'timezone': 'Asia/Shanghai', 'iata': 'KMG', 'icao': 'ZPPP', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:05:00+00:00', 'estimated': '2024-09-16T00:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Nanjing Lukou International Airport', 'timezone': 'Asia/Shanghai', 'iata': 'NKG', 'icao': 'ZSNJ', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T02:50:00+00:00', 'estimated': '2024-09-16T02:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'China Postal Airlines', 'iata': 'CF', 'icao': 'CYZ'}","{'number': '9017', 'iata': 'CF9017', 'icao': 'CYZ9017', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Cunnamulla', 'timezone': 'Australia/Brisbane', 'iata': 'CMA', 'icao': 'YCMU', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:00:00+00:00', 'estimated': '2024-09-16T00:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Roma', 'timezone': 'Australia/Brisbane', 'iata': 'RMA', 'icao': 'YROM', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T00:43:00+00:00', 'estimated': '2024-09-16T00:43:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'empty', 'iata': None, 'icao': None}","{'number': None, 'iata': None, 'icao': None, 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Haneda Airport', 'timezone': 'Asia/Tokyo', 'iata': 'HND', 'icao': 'RJTT', 'terminal': '3', 'gate': None, 'delay': None, 'scheduled': '2024-09-16T01:00:00+00:00', 'estimated': '2024-09-16T01:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Hong Kong International', 'timezone': 'Asia/Hong_Kong', 'iata': 'HKG', 'icao': 'VHHH', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T04:40:00+00:00', 'estimated': '2024-09-16T04:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Hong Kong Express', 'iata': 'UO', 'icao': 'HKE'}","{'number': '623', 'iata': 'UO623', 'icao': 'HKE623', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Haneda Airport', 'timezone': 'Asia/Tokyo', 'iata': 'HND', 'icao': 'RJTT', 'terminal': '2', 'gate': '73', 'delay': None, 'scheduled': '2024-09-16T00:40:00+00:00', 'estimated': '2024-09-16T00:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Singapore Changi', 'timezone': 'Asia/Singapore', 'iata': 'SIN', 'icao': 'WSSS', 'terminal': '2', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T06:40:00+00:00', 'estimated': '2024-09-16T06:40:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'ANA', 'iata': 'NH', 'icao': 'ANA'}","{'number': '843', 'iata': 'NH843', 'icao': 'ANA843', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Haneda Airport', 'timezone': 'Asia/Tokyo', 'iata': 'HND', 'icao': 'RJTT', 'terminal': '3', 'gate': '111', 'delay': None, 'scheduled': '2024-09-16T00:30:00+00:00', 'estimated': '2024-09-16T00:30:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Los Angeles International', 'timezone': 'America/Los_Angeles', 'iata': 'LAX', 'icao': 'KLAX', 'terminal': 'TBIT', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-15T18:45:00+00:00', 'estimated': '2024-09-15T18:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'ANA', 'iata': 'NH', 'icao': 'ANA'}","{'number': '106', 'iata': 'NH106', 'icao': 'ANA106', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Haneda Airport', 'timezone': 'Asia/Tokyo', 'iata': 'HND', 'icao': 'RJTT', 'terminal': '3', 'gate': '142', 'delay': None, 'scheduled': '2024-09-16T00:20:00+00:00', 'estimated': '2024-09-16T00:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Suvarnabhumi International', 'timezone': 'Asia/Bangkok', 'iata': 'BKK', 'icao': 'VTBS', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T04:50:00+00:00', 'estimated': '2024-09-16T04:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Thai Airways International', 'iata': 'TG', 'icao': 'THA'}","{'number': '661', 'iata': 'TG661', 'icao': 'THA661', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Haneda Airport', 'timezone': 'Asia/Tokyo', 'iata': 'HND', 'icao': 'RJTT', 'terminal': '3', 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:20:00+00:00', 'estimated': '2024-09-16T00:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Heathrow', 'timezone': 'Europe/London', 'iata': 'LHR', 'icao': 'EGLL', 'terminal': '3', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T06:25:00+00:00', 'estimated': '2024-09-16T06:25:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'JAL', 'iata': 'JL', 'icao': 'JAL'}","{'number': '41', 'iata': 'JL41', 'icao': 'JAL41', 'codeshared': None}",,
2024-09-16,scheduled,"{'airport': 'Brisbane International', 'timezone': 'Australia/Brisbane', 'iata': 'BNE', 'icao': 'YBBN', 'terminal': 'I', 'gate': None, 'delay': None, 'scheduled': '2024-09-16T00:55:00+00:00', 'estimated': '2024-09-16T00:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'airport': 'Hong Kong International', 'timezone': 'Asia/Hong_Kong', 'iata': 'HKG', 'icao': 'VHHH', 'terminal': '1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2024-09-16T07:45:00+00:00', 'estimated': '2024-09-16T07:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Cathay Pacific', 'iata': 'CX', 'icao': 'CPA'}","{'number': '156', 'iata': 'CX156', 'icao': 'CPA156', 'codeshared': None}",,
